surface_type,collision_type,severity,surface_condition,num_driver_casualties,lon,traffic_control,num_vehicles,num_passenger_casualties,num_pedestrian_casualties,record_date,lat,main_cause
Concrete,Rear end,Property,Dry,0,121.10817831361372,None,2,0,0,09/22/18,14.599238108280726,Human error
Concrete,Side swipe,Property,Dry,0,122.07728335162413,Police controlled,2,0,0,09/22/18,6.919218411015422,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,121.32106107356068,None,1,0,1,09/22/18,13.961234102115535,Human error
Concrete,Side swipe,Property,Dry,0,121.96399841127933,None,2,0,0,09/22/18,16.982963717181946,Vehicle defect
Concrete,Head on,Fatal,Dry,2,120.98688366360727,None,2,0,0,09/22/18,14.93842990795169,Human error
Concrete,Hit parked vehicle,Property,Dry,0,121.02691800172842,None,2,0,0,09/22/18,14.54735097273101,Human error
Concrete,Right angle,Injury,Dry,1,124.78452402930313,Centerline,2,2,0,09/23/18,9.084478169016316,Human error
Concrete,Side swipe,Fatal,Dry,1,124.87246588148606,None,2,1,0,09/23/18,9.0031561043891,Human error
Concrete,Head on,Property,Dry,0,121.55426874813021,Traffic lights,2,0,0,09/23/18,13.971116140581879,Human error
Concrete,Head on,Property,Dry,0,124.63761458805882,Centerline,2,0,0,09/23/18,8.472375996418158,Road defect
Concrete,Rear end,Injury,Dry,1,124.90959473821559,Centerline,3,0,0,09/23/18,7.809595141147157,Human error
Concrete,Hit pedestrian,Injury,Dry,0,121.27940224770741,Centerline,1,0,1,09/23/18,13.176901217033086,Human error
Concrete,Side swipe,Property,Dry,0,124.645607416853,None,2,0,0,09/24/18,8.488342453240243,Human error
Concrete,Right angle,Property,Dry,0,121.03325450477281,None,2,0,0,09/24/18,14.654814365163428,Human error
Asphalt,Hit object in road,Property,Dry,0,122.65090063550727,None,2,0,0,09/24/18,13.901037271581433,Vehicle defect
Concrete,Rear end,Property,Wet,0,120.98475099043152,None,2,0,0,09/24/18,14.64034077899052,Vehicle defect
Concrete,Side swipe,Injury,Dry,1,125.60969621075957,Centerline,2,0,0,09/24/18,7.078868732912439,Human error
Concrete,Head on,Injury,Dry,1,120.58729379714809,None,2,1,0,09/24/18,15.13557632576611,Vehicle defect
Concrete,Rear end,Property,Dry,0,125.63976508010869,None,2,0,0,09/24/18,7.128516381443241,Human error
Asphalt,Overturned vehicle,Injury,Dry,1,124.75888895277487,Centerline,1,3,0,09/24/18,8.494814277085846,Vehicle defect
Asphalt,Head on,Fatal,Dry,1,120.34304151686506,None,2,0,0,09/24/18,16.704848583141214,Human error
